age,age_group,sex,region,urban_rural,education,income_pc,income_level,has_child,marital_class
30,30-35,Nữ,Nam,Đô thị,ĐH,12040.337879675404,high,0,0
32,30-35,Nữ,Nam,Đô thị,ĐH,5796.315205413137,high,0,0
30,30-35,Nam,Nam,Đô thị,CĐ,3266.346395623688,mid,0,0
29,25-29,Nam,Trung,Đô thị,ĐH,2032.3617428513994,low,0,0
24,18-24,Nam,Bắc,Đô thị,≤THPT,2436.7841026511683,mid,0,0
21,18-24,Nam,Nam,Đô thị,CĐ,3693.293291922263,mid,0,0
18,18-24,Nữ,Nam,Đô thị,≤THPT,2093.6723697292673,low,0,0
32,30-35,Nữ,Nam,Đô thị,≤THPT,4904.504874461103,high,1,0
24,18-24,Nam,Bắc,Đô thị,≤THPT,1645.2534871015162,low,0,0
29,25-29,Nam,Nam,Nông thôn,>ĐH,7919.713749138196,high,0,0
35,30-35,Nam,Bắc,Nông thôn,≤THPT,2488.229128096906,mid,0,0
21,18-24,Nam,Bắc,Đô thị,≤THPT,9607.608586364071,high,0,0
22,18-24,Nam,Trung,Nông thôn,ĐH,2345.596500117942,low,0,0
35,30-35,Nữ,Trung,Nông thôn,≤THPT,4212.224941645318,high,1,0
32,30-35,Nữ,Nam,Nông thôn,ĐH,3049.9210582085766,mid,1,0
22,18-24,Nam,Bắc,Đô thị,≤THPT,3795.82202473732,mid,0,0
24,18-24,Nữ,Nam,Đô thị,≤THPT,5186.16637505174,high,0,0
21,18-24,Nữ,Bắc,Nông thôn,≤THPT,1649.2575484019042,low,0,0
30,30-35,Nữ,Bắc,Nông thôn,ĐH,6575.947133212987,high,1,0
18,18-24,Nữ,Bắc,Đô thị,≤THPT,4040.516718331535,high,0,0
27,25-29,Nữ,Trung,Đô thị,≤THPT,1975.9476956039948,low,0,0
23,18-24,Nam,Bắc,Nông thôn,≤THPT,6086.899022568616,high,0,0
28,25-29,Nữ,Nam,Nông thôn,≤THPT,1762.3583452131754,low,0,1
25,25-29,Nam,Nam,Đô thị,≤THPT,2382.303475531769,low,0,1
34,30-35,Nữ,Trung,Đô thị,≤THPT,3366.4473681935447,mid,0,0
31,30-35,Nữ,Bắc,Nông thôn,≤THPT,3256.76395557421,mid,1,0
30,30-35,Nữ,Bắc,Nông thôn,CĐ,3218.324121568757,mid,0,0
18,18-24,Nam,Bắc,Nông thôn,≤THPT,2499.050411194659,mid,0,0
32,30-35,Nữ,Bắc,Nông thôn,≤THPT,3450.4718782270734,mid,0,1
25,25-29,Nữ,Nam,Đô thị,ĐH,4563.846355503824,high,0,0
18,18-24,Nữ,Nam,Nông thôn,≤THPT,3211.144439262103,mid,0,0
20,18-24,Nam,Nam,Đô thị,ĐH,2169.416189256444,low,0,0
32,30-35,Nữ,Nam,Nông thôn,≤THPT,1507.3151584032148,low,0,1
34,30-35,Nữ,Bắc,Nông thôn,ĐH,2161.75878908579,low,0,0
32,30-35,Nữ,Nam,Nông thôn,≤THPT,1930.8141381920143,low,0,1
34,30-35,Nam,Nam,Nông thôn,≤THPT,3841.0503485195636,mid,0,0
20,18-24,Nam,Bắc,Nông thôn,≤THPT,4605.00383711188,high,0,0
25,25-29,Nam,Trung,Đô thị,ĐH,3082.4065419234344,mid,1,0
19,18-24,Nam,Bắc,Đô thị,≤THPT,5775.58375707052,high,1,0
23,18-24,Nam,Nam,Nông thôn,>ĐH,4694.66141067117,high,0,0
21,18-24,Nam,Bắc,Đô thị,≤THPT,5977.566569095626,high,0,0
30,30-35,Nữ,Nam,Nông thôn,≤THPT,2553.033707281604,mid,0,1
35,30-35,Nữ,Bắc,Đô thị,ĐH,2877.378788866133,mid,0,0
33,30-35,Nữ,Bắc,Đô thị,≤THPT,4772.259898932893,high,0,1
21,18-24,Nữ,Trung,Nông thôn,>ĐH,2425.691575951821,low,0,0
28,25-29,Nữ,Bắc,Đô thị,ĐH,2594.9298560798384,mid,0,0
34,30-35,Nữ,Trung,Đô thị,ĐH,2428.805278778731,low,0,0
24,18-24,Nữ,Bắc,Đô thị,ĐH,3446.340301837143,mid,0,0
32,30-35,Nữ,Bắc,Nông thôn,ĐH,4333.683512994016,high,0,1
25,25-29,Nữ,Bắc,Đô thị,ĐH,6388.649142021733,high,0,0
30,30-35,Nữ,Nam,Nông thôn,ĐH,4849.548910086832,high,0,1
25,25-29,Nữ,Nam,Đô thị,≤THPT,2237.004608600612,low,0,0
23,18-24,Nam,Bắc,Đô thị,ĐH,20724.388273541754,high,0,0
18,18-24,Nữ,Bắc,Đô thị,CĐ,3528.84821646511,mid,0,0
23,18-24,Nam,Nam,Đô thị,ĐH,4100.1639856405545,high,0,0
27,25-29,Nữ,Bắc,Nông thôn,≤THPT,2658.285036947587,mid,0,0
21,18-24,Nam,Nam,Đô thị,≤THPT,1973.8502844530938,low,0,0
32,30-35,Nam,Nam,Nông thôn,≤THPT,1751.1342410410514,low,0,0
22,18-24,Nữ,Bắc,Nông thôn,≤THPT,1854.3357836702523,low,0,0
22,18-24,Nữ,Trung,Đô thị,≤THPT,862.8135504407467,low,0,0
22,18-24,Nữ,Bắc,Nông thôn,ĐH,2179.5288323023883,low,0,0
29,25-29,Nữ,Bắc,Đô thị,ĐH,4936.096823600874,high,0,0
21,18-24,Nam,Bắc,Đô thị,CĐ,2873.8702719878875,mid,0,0
22,18-24,Nữ,Bắc,Nông thôn,CĐ,4432.356921231008,high,0,0
35,30-35,Nam,Trung,Đô thị,ĐH,4303.113181756819,high,0,0
18,18-24,Nữ,Bắc,Đô thị,≤THPT,3366.7897312234313,mid,0,0
22,18-24,Nam,Bắc,Đô thị,≤THPT,3185.2830062793405,mid,0,0
33,30-35,Nữ,Nam,Nông thôn,CĐ,2677.3398978580813,mid,0,0
18,18-24,Nữ,Bắc,Đô thị,≤THPT,9429.523859440505,high,0,0
28,25-29,Nữ,Nam,Nông thôn,CĐ,3682.366872585336,mid,0,0
18,18-24,Nam,Bắc,Đô thị,CĐ,2909.161758499518,mid,0,0
24,18-24,Nữ,Bắc,Nông thôn,CĐ,846.4001903127123,low,1,0
26,25-29,Nam,Nam,Nông thôn,ĐH,1326.0786141165045,low,0,0
30,30-35,Nữ,Trung,Đô thị,≤THPT,2217.641204590687,low,0,0
29,25-29,Nam,Nam,Nông thôn,≤THPT,3211.7669719720584,mid,0,0
29,25-29,Nữ,Bắc,Nông thôn,ĐH,1876.7226785207752,low,0,0
19,18-24,Nữ,Nam,Đô thị,≤THPT,1351.7296945357523,low,0,0
29,25-29,Nữ,Nam,Nông thôn,≤THPT,3982.165792004879,mid,1,0
24,18-24,Nữ,Trung,Nông thôn,≤THPT,1899.5080317054683,low,0,0
19,18-24,Nam,Bắc,Đô thị,CĐ,2455.333570616142,mid,0,0
21,18-24,Nữ,Nam,Đô thị,ĐH,3254.452264034507,mid,0,0
21,18-24,Nam,Trung,Đô thị,ĐH,4096.820755179151,high,0,0
29,25-29,Nữ,Nam,Nông thôn,≤THPT,3360.045365168685,mid,1,0
25,25-29,Nam,Nam,Đô thị,≤THPT,2251.533824696688,low,0,0
30,30-35,Nữ,Trung,Nông thôn,>ĐH,4452.370153787068,high,0,0
34,30-35,Nam,Trung,Nông thôn,CĐ,2022.668319763688,low,1,0
18,18-24,Nam,Trung,Nông thôn,≤THPT,1987.3460493380294,low,0,0
27,25-29,Nữ,Trung,Đô thị,≤THPT,1743.4496283002018,low,0,0
26,25-29,Nam,Bắc,Nông thôn,ĐH,1717.3317398653614,low,0,1
21,18-24,Nữ,Trung,Nông thôn,≤THPT,1460.8855345740603,low,0,0
35,30-35,Nữ,Bắc,Đô thị,>ĐH,6659.757120151156,high,0,0
34,30-35,Nam,Trung,Đô thị,≤THPT,1519.2435966466833,low,0,0
27,25-29,Nam,Bắc,Nông thôn,≤THPT,2492.0409161566627,mid,0,0
21,18-24,Nam,Bắc,Đô thị,≤THPT,3376.0077511047334,mid,0,0
34,30-35,Nam,Bắc,Đô thị,ĐH,5016.2345628225185,high,0,0
35,30-35,Nam,Bắc,Đô thị,ĐH,5204.027169921832,high,0,0
27,25-29,Nam,Bắc,Nông thôn,CĐ,4495.64539795441,high,1,0
30,30-35,Nữ,Nam,Nông thôn,ĐH,6436.000732928783,high,0,0
25,25-29,Nữ,Nam,Nông thôn,CĐ,8121.156709959168,high,0,0
30,30-35,Nữ,Bắc,Nông thôn,CĐ,5492.539583896043,high,0,0
23,18-24,Nam,Nam,Nông thôn,CĐ,3602.397939305212,mid,0,0
29,25-29,Nữ,Trung,Nông thôn,≤THPT,5873.347626161929,high,0,1
20,18-24,Nam,Bắc,Nông thôn,≤THPT,5553.791646381726,high,0,0
28,25-29,Nam,Bắc,Nông thôn,≤THPT,4767.655984486108,high,0,0
24,18-24,Nam,Nam,Nông thôn,ĐH,1194.2404581947942,low,0,0
18,18-24,Nữ,Nam,Nông thôn,ĐH,1224.7636939317156,low,0,0
27,25-29,Nam,Nam,Nông thôn,≤THPT,2113.49718646378,low,0,0
32,30-35,Nam,Nam,Nông thôn,≤THPT,4642.011987034949,high,0,0
30,30-35,Nữ,Nam,Nông thôn,ĐH,5012.7838204828095,high,0,0
28,25-29,Nam,Trung,Đô thị,ĐH,1974.222291963932,low,0,0
32,30-35,Nam,Trung,Đô thị,CĐ,1633.8326447978993,low,0,0
23,18-24,Nữ,Trung,Nông thôn,ĐH,4060.2777961118445,high,0,0
29,25-29,Nam,Bắc,Đô thị,ĐH,2608.4772956233,mid,0,0
25,25-29,Nữ,Nam,Nông thôn,CĐ,2440.7363300616053,mid,1,1
25,25-29,Nữ,Nam,Nông thôn,≤THPT,3136.2244249580876,mid,0,0
27,25-29,Nam,Bắc,Nông thôn,≤THPT,4652.455503131165,high,0,0
27,25-29,Nam,Bắc,Nông thôn,ĐH,1160.3090622039492,low,0,0
26,25-29,Nam,Nam,Nông thôn,CĐ,4203.247642068874,high,0,1
30,30-35,Nam,Bắc,Nông thôn,CĐ,2338.0694098656927,low,0,1
35,30-35,Nam,Trung,Nông thôn,ĐH,4319.190965816411,high,1,0
35,30-35,Nam,Bắc,Nông thôn,≤THPT,2429.0863969767297,low,0,1
27,25-29,Nữ,Nam,Đô thị,CĐ,6012.902336719537,high,0,0
28,25-29,Nam,Bắc,Đô thị,≤THPT,1563.6347181915576,low,0,0
23,18-24,Nữ,Nam,Đô thị,≤THPT,1334.170381404988,low,0,0
18,18-24,Nữ,Bắc,Nông thôn,ĐH,5340.74958011176,high,0,0
18,18-24,Nữ,Bắc,Đô thị,ĐH,2406.174563355908,low,0,0
19,18-24,Nam,Nam,Nông thôn,ĐH,2702.444638955228,mid,0,0
19,18-24,Nữ,Bắc,Đô thị,≤THPT,3355.3904980338193,mid,0,0
35,30-35,Nam,Bắc,Nông thôn,ĐH,2366.9366954132606,low,0,1
30,30-35,Nữ,Bắc,Đô thị,≤THPT,5360.396081768891,high,0,0
20,18-24,Nữ,Bắc,Đô thị,ĐH,8074.1968631504105,high,0,0
19,18-24,Nữ,Nam,Nông thôn,≤THPT,1012.219549776363,low,0,0
23,18-24,Nữ,Trung,Nông thôn,≤THPT,5014.210922944639,high,0,1
22,18-24,Nữ,Trung,Nông thôn,ĐH,5558.264855786766,high,0,0
28,25-29,Nữ,Nam,Đô thị,ĐH,1394.0531361385981,low,0,0
26,25-29,Nữ,Bắc,Nông thôn,≤THPT,4462.769983825997,high,0,0
27,25-29,Nữ,Trung,Đô thị,ĐH,4759.501497060721,high,0,0
27,25-29,Nam,Bắc,Nông thôn,ĐH,3299.657315359294,mid,0,0
21,18-24,Nữ,Bắc,Nông thôn,ĐH,2042.3533894426002,low,0,0
19,18-24,Nam,Trung,Nông thôn,ĐH,2705.1129186179865,mid,0,0
26,25-29,Nam,Bắc,Đô thị,ĐH,1906.2856630566748,low,0,0
30,30-35,Nam,Trung,Đô thị,≤THPT,2563.2360585427223,mid,0,0
26,25-29,Nam,Bắc,Nông thôn,≤THPT,2684.204009031401,mid,1,0
24,18-24,Nữ,Bắc,Nông thôn,≤THPT,4435.917350123779,high,0,0
18,18-24,Nữ,Bắc,Nông thôn,>ĐH,4791.6334429542585,high,0,0
34,30-35,Nữ,Bắc,Nông thôn,CĐ,3037.337886419319,mid,1,1
19,18-24,Nữ,Trung,Nông thôn,≤THPT,3786.941791304468,mid,0,0
19,18-24,Nam,Trung,Nông thôn,ĐH,1467.3420917152537,low,0,0
23,18-24,Nữ,Bắc,Nông thôn,CĐ,1170.4706503044924,low,0,0
18,18-24,Nam,Bắc,Nông thôn,≤THPT,2870.4003314804663,mid,0,0
34,30-35,Nữ,Bắc,Đô thị,≤THPT,2148.6948289198604,low,0,0
35,30-35,Nữ,Nam,Nông thôn,≤THPT,6984.60005438117,high,0,0
29,25-29,Nữ,Bắc,Nông thôn,≤THPT,2593.7508670216876,mid,0,0
26,25-29,Nữ,Nam,Nông thôn,≤THPT,1775.9563255095952,low,0,0
28,25-29,Nữ,Bắc,Đô thị,CĐ,5348.471476274757,high,0,0
21,18-24,Nữ,Bắc,Đô thị,≤THPT,4815.747659204814,high,0,0
35,30-35,Nữ,Bắc,Đô thị,≤THPT,1770.6875542318285,low,0,0
35,30-35,Nữ,Nam,Nông thôn,≤THPT,7132.943540683836,high,0,1
32,30-35,Nữ,Nam,Nông thôn,ĐH,4986.975511204914,high,1,0
21,18-24,Nữ,Bắc,Đô thị,CĐ,2201.6920056379226,low,0,0
20,18-24,Nam,Nam,Nông thôn,CĐ,745.6725483226988,low,0,0
26,25-29,Nam,Nam,Đô thị,ĐH,3376.885048529583,mid,0,0
19,18-24,Nữ,Bắc,Nông thôn,≤THPT,1934.4556069475702,low,0,0
22,18-24,Nam,Nam,Đô thị,≤THPT,1246.9949964272143,low,0,0
21,18-24,Nam,Nam,Đô thị,>ĐH,6737.447876169911,high,0,0
34,30-35,Nam,Nam,Đô thị,ĐH,3942.136367944398,mid,0,1
23,18-24,Nam,Nam,Nông thôn,ĐH,2950.2670528890567,mid,0,0
20,18-24,Nữ,Bắc,Đô thị,≤THPT,6624.904310038025,high,0,0
30,30-35,Nam,Bắc,Nông thôn,≤THPT,9809.292431473345,high,0,1
31,30-35,Nữ,Bắc,Nông thôn,ĐH,2214.398875187236,low,1,0
24,18-24,Nữ,Nam,Đô thị,≤THPT,6728.044979883883,high,0,0
28,25-29,Nam,Nam,Nông thôn,CĐ,2693.273250211119,mid,0,1
23,18-24,Nữ,Nam,Nông thôn,CĐ,7623.853821967592,high,0,0
35,30-35,Nam,Trung,Đô thị,≤THPT,4412.563961056238,high,0,0
24,18-24,Nam,Bắc,Đô thị,CĐ,6119.888017851051,high,0,0
20,18-24,Nam,Trung,Nông thôn,≤THPT,1942.873770432149,low,1,0
19,18-24,Nữ,Nam,Đô thị,ĐH,7113.010310312578,high,0,0
22,18-24,Nam,Bắc,Đô thị,≤THPT,4469.9747172036205,high,0,0
34,30-35,Nữ,Bắc,Nông thôn,ĐH,2678.759963385771,mid,0,0
29,25-29,Nam,Bắc,Nông thôn,≤THPT,1977.5365733807291,low,0,0
21,18-24,Nữ,Bắc,Nông thôn,≤THPT,2602.601325247677,mid,0,0
33,30-35,Nữ,Bắc,Nông thôn,ĐH,1461.5793599521717,low,0,1
30,30-35,Nam,Bắc,Nông thôn,≤THPT,3985.928256886846,mid,0,0
31,30-35,Nam,Bắc,Nông thôn,≤THPT,2396.341613717402,low,1,0
28,25-29,Nam,Bắc,Nông thôn,≤THPT,7161.157040721477,high,0,0
19,18-24,Nữ,Nam,Nông thôn,ĐH,1793.3472125595474,low,0,0
21,18-24,Nữ,Nam,Nông thôn,>ĐH,6678.417140459011,high,0,0
19,18-24,Nữ,Bắc,Nông thôn,CĐ,5459.275904789301,high,0,0
30,30-35,Nữ,Bắc,Nông thôn,CĐ,5483.1178863343,high,1,1
27,25-29,Nam,Bắc,Đô thị,≤THPT,2537.4305300062,mid,0,0
30,30-35,Nữ,Bắc,Đô thị,CĐ,7599.230879899469,high,0,0
26,25-29,Nam,Bắc,Đô thị,ĐH,2563.4497843200893,mid,0,0
29,25-29,Nữ,Nam,Đô thị,≤THPT,1243.1622607589452,low,0,0
27,25-29,Nam,Trung,Đô thị,≤THPT,5285.93659513572,high,0,0
35,30-35,Nam,Bắc,Đô thị,≤THPT,2544.94558979309,mid,0,0
24,18-24,Nam,Nam,Nông thôn,≤THPT,2309.0944172253376,low,0,0
22,18-24,Nữ,Bắc,Nông thôn,ĐH,5253.287767849982,high,1,0
18,18-24,Nam,Bắc,Nông thôn,ĐH,6928.813389514113,high,0,0
25,25-29,Nữ,Bắc,Nông thôn,≤THPT,2797.9026585610836,mid,0,1
20,18-24,Nữ,Nam,Đô thị,ĐH,1505.990076582258,low,0,0
26,25-29,Nam,Trung,Nông thôn,≤THPT,1416.388844716051,low,0,0
21,18-24,Nam,Nam,Đô thị,≤THPT,4392.404847244749,high,0,0
23,18-24,Nam,Bắc,Đô thị,>ĐH,5757.563445811668,high,0,0
22,18-24,Nữ,Trung,Nông thôn,ĐH,5478.601371049004,high,0,0
33,30-35,Nam,Bắc,Nông thôn,≤THPT,1536.879275553731,low,0,0
28,25-29,Nữ,Bắc,Nông thôn,CĐ,1840.9534764546822,low,0,0
28,25-29,Nam,Bắc,Nông thôn,≤THPT,5954.633732502819,high,0,1
32,30-35,Nam,Bắc,Nông thôn,≤THPT,3249.6382251187483,mid,0,1
35,30-35,Nữ,Bắc,Nông thôn,≤THPT,2121.4703168044066,low,0,0
26,25-29,Nam,Trung,Đô thị,≤THPT,4994.06709000354,high,0,0
34,30-35,Nam,Bắc,Nông thôn,≤THPT,3057.5473792657417,mid,1,0
20,18-24,Nam,Trung,Nông thôn,ĐH,3017.606327056344,mid,0,0
18,18-24,Nữ,Bắc,Đô thị,CĐ,3371.6746900877715,mid,0,0
22,18-24,Nữ,Trung,Nông thôn,CĐ,1639.541742634233,low,0,0
33,30-35,Nam,Trung,Đô thị,ĐH,2715.4214797965897,mid,0,0
24,18-24,Nữ,Bắc,Đô thị,≤THPT,2518.2275199633796,mid,0,0
34,30-35,Nam,Bắc,Đô thị,≤THPT,2651.910545013814,mid,0,0
34,30-35,Nam,Bắc,Nông thôn,CĐ,3739.825449451599,mid,0,1
22,18-24,Nữ,Bắc,Đô thị,≤THPT,2700.4299215275423,mid,0,0
31,30-35,Nam,Bắc,Đô thị,CĐ,6783.127760211684,high,0,0
29,25-29,Nam,Bắc,Nông thôn,≤THPT,2067.575393746477,low,0,1
27,25-29,Nữ,Bắc,Nông thôn,≤THPT,4183.191533235901,high,0,1
32,30-35,Nam,Nam,Đô thị,≤THPT,1594.0761689144963,low,0,0
33,30-35,Nữ,Nam,Đô thị,≤THPT,2856.1426086635524,mid,0,0
31,30-35,Nữ,Bắc,Nông thôn,ĐH,2127.482261762784,low,0,0
20,18-24,Nữ,Trung,Nông thôn,≤THPT,3173.01249264043,mid,0,0
31,30-35,Nữ,Bắc,Đô thị,ĐH,6556.5558361125895,high,0,0
21,18-24,Nam,Trung,Đô thị,ĐH,3581.404174567938,mid,0,0
31,30-35,Nam,Trung,Nông thôn,CĐ,1451.0046453421944,low,0,1
29,25-29,Nữ,Nam,Nông thôn,>ĐH,7621.803611816828,high,0,0
35,30-35,Nữ,Bắc,Nông thôn,≤THPT,6396.410335191311,high,0,0
35,30-35,Nam,Nam,Nông thôn,CĐ,3981.7056970351723,mid,0,1
19,18-24,Nam,Bắc,Đô thị,≤THPT,7919.25921847092,high,0,0
22,18-24,Nữ,Bắc,Đô thị,ĐH,8866.91290180071,high,0,0
18,18-24,Nữ,Trung,Đô thị,ĐH,6853.192034539016,high,0,0
22,18-24,Nam,Trung,Đô thị,CĐ,1220.771057197608,low,0,0
23,18-24,Nữ,Nam,Nông thôn,CĐ,4879.305821697398,high,0,0
35,30-35,Nữ,Bắc,Đô thị,ĐH,4566.151832583511,high,0,0
22,18-24,Nữ,Trung,Nông thôn,ĐH,10536.950295966319,high,0,0
20,18-24,Nữ,Nam,Đô thị,ĐH,5746.808302294732,high,0,0
25,25-29,Nam,Bắc,Đô thị,>ĐH,8564.758153261733,high,0,0
25,25-29,Nam,Bắc,Nông thôn,ĐH,7662.2276157718525,high,1,0
30,30-35,Nữ,Bắc,Nông thôn,ĐH,1813.7134049869062,low,0,0
30,30-35,Nam,Bắc,Nông thôn,ĐH,6210.975386168706,high,0,0
22,18-24,Nữ,Trung,Đô thị,ĐH,3410.6106392876986,mid,0,0
23,18-24,Nữ,Nam,Nông thôn,>ĐH,5356.804509923866,high,0,0
20,18-24,Nam,Trung,Đô thị,≤THPT,1144.939930065353,low,0,0
35,30-35,Nữ,Bắc,Nông thôn,≤THPT,3522.928873068773,mid,0,0
26,25-29,Nam,Nam,Đô thị,≤THPT,2401.8706510428087,low,1,0
29,25-29,Nam,Bắc,Đô thị,CĐ,4259.441863327918,high,0,0
32,30-35,Nam,Bắc,Đô thị,≤THPT,1815.4511580183882,low,0,0
31,30-35,Nữ,Bắc,Đô thị,≤THPT,3296.640547757956,mid,0,0
35,30-35,Nữ,Bắc,Đô thị,≤THPT,2655.8445884794523,mid,0,0
27,25-29,Nữ,Trung,Nông thôn,CĐ,1522.1439006577023,low,0,0
19,18-24,Nam,Trung,Đô thị,ĐH,2238.870841555783,low,0,0
34,30-35,Nam,Bắc,Đô thị,CĐ,4619.3803045590685,high,0,0
27,25-29,Nữ,Bắc,Nông thôn,≤THPT,2336.240670100071,low,0,0
28,25-29,Nữ,Trung,Nông thôn,CĐ,2058.628089379817,low,1,1
29,25-29,Nữ,Bắc,Đô thị,>ĐH,5279.686246905945,high,0,0
24,18-24,Nam,Bắc,Đô thị,ĐH,2141.7711654150803,low,0,0
29,25-29,Nam,Nam,Đô thị,ĐH,3447.6729013160843,mid,0,0
30,30-35,Nữ,Bắc,Đô thị,CĐ,1679.3038784641788,low,0,0
19,18-24,Nữ,Bắc,Nông thôn,≤THPT,2532.044157438842,mid,0,0
22,18-24,Nam,Nam,Nông thôn,≤THPT,1973.2209935848132,low,0,0
24,18-24,Nam,Bắc,Nông thôn,CĐ,1914.2831085342038,low,0,0
28,25-29,Nữ,Nam,Nông thôn,≤THPT,2950.559836166332,mid,1,0
32,30-35,Nữ,Bắc,Nông thôn,ĐH,5964.6076959532775,high,0,0
20,18-24,Nam,Nam,Đô thị,>ĐH,5238.534885967358,high,0,0
32,30-35,Nam,Bắc,Nông thôn,CĐ,1616.5317758046112,low,0,1
25,25-29,Nam,Nam,Đô thị,CĐ,5016.7678816209755,high,0,0
23,18-24,Nữ,Nam,Đô thị,≤THPT,2611.567842798097,mid,0,0
31,30-35,Nam,Bắc,Đô thị,≤THPT,899.4159439173956,low,0,0
19,18-24,Nam,Bắc,Nông thôn,≤THPT,2079.168069012237,low,0,0
19,18-24,Nam,Trung,Nông thôn,≤THPT,1754.8712420305367,low,0,0
24,18-24,Nữ,Bắc,Nông thôn,≤THPT,1311.225884515625,low,0,0
22,18-24,Nữ,Nam,Đô thị,≤THPT,2352.3575904482764,low,0,0
25,25-29,Nữ,Trung,Nông thôn,≤THPT,4008.058596464405,mid,0,0
28,25-29,Nam,Bắc,Đô thị,ĐH,2971.572003646304,mid,0,0
22,18-24,Nam,Bắc,Nông thôn,ĐH,3017.228137677235,mid,0,0
31,30-35,Nữ,Bắc,Đô thị,CĐ,5742.60701443347,high,0,0
27,25-29,Nam,Nam,Đô thị,≤THPT,4039.2185186859406,high,0,1
35,30-35,Nam,Nam,Đô thị,≤THPT,4778.2378044965835,high,1,0
19,18-24,Nữ,Nam,Nông thôn,CĐ,5381.825703215803,high,0,0
35,30-35,Nữ,Bắc,Đô thị,ĐH,4140.610587367501,high,0,0
22,18-24,Nam,Nam,Đô thị,ĐH,3831.909908964124,mid,0,0
32,30-35,Nam,Trung,Nông thôn,≤THPT,2054.6520991939046,low,0,0
19,18-24,Nam,Nam,Đô thị,≤THPT,2955.894710038373,mid,0,0
21,18-24,Nữ,Nam,Đô thị,ĐH,2910.0909928386795,mid,0,0
26,25-29,Nữ,Bắc,Đô thị,ĐH,1456.6567781326735,low,0,0
31,30-35,Nam,Bắc,Đô thị,CĐ,1435.6828428222143,low,0,1
22,18-24,Nữ,Nam,Nông thôn,CĐ,2897.9313313673583,mid,0,0
29,25-29,Nam,Nam,Đô thị,≤THPT,2437.0767785241187,mid,0,0
19,18-24,Nữ,Trung,Nông thôn,CĐ,1710.7301619349453,low,0,0
24,18-24,Nữ,Nam,Đô thị,CĐ,1623.7160407344738,low,0,0
27,25-29,Nam,Nam,Nông thôn,CĐ,2282.336430139395,low,0,1
28,25-29,Nam,Bắc,Nông thôn,≤THPT,3727.8296022186337,mid,0,1
19,18-24,Nữ,Trung,Nông thôn,≤THPT,2385.874239891681,low,0,1
35,30-35,Nữ,Trung,Đô thị,ĐH,4515.309455589996,high,0,0
18,18-24,Nam,Trung,Nông thôn,≤THPT,5125.099314679305,high,1,0
26,25-29,Nữ,Trung,Đô thị,≤THPT,8672.563224946636,high,0,0
26,25-29,Nữ,Bắc,Nông thôn,ĐH,2973.122874191878,mid,0,0
31,30-35,Nam,Nam,Nông thôn,>ĐH,11809.419897936294,high,1,0
30,30-35,Nam,Bắc,Nông thôn,≤THPT,2088.7597190549986,low,0,1
22,18-24,Nữ,Bắc,Nông thôn,ĐH,5197.407716140452,high,0,0
29,25-29,Nữ,Nam,Đô thị,≤THPT,2028.4031656181728,low,0,0
34,30-35,Nữ,Nam,Nông thôn,≤THPT,2119.6476443842066,low,1,1
35,30-35,Nữ,Bắc,Nông thôn,ĐH,3940.402899958106,mid,1,0
35,30-35,Nam,Bắc,Nông thôn,ĐH,5854.44016730238,high,0,1
33,30-35,Nữ,Bắc,Đô thị,ĐH,2195.3370221795376,low,0,1
32,30-35,Nữ,Trung,Nông thôn,≤THPT,1216.980767746423,low,0,0
20,18-24,Nam,Nam,Nông thôn,ĐH,4763.171269552236,high,0,0
26,25-29,Nữ,Bắc,Nông thôn,≤THPT,2609.378291749909,mid,0,0
35,30-35,Nữ,Nam,Nông thôn,≤THPT,3188.464346006609,mid,0,0
23,18-24,Nữ,Nam,Nông thôn,ĐH,10467.158468532472,high,0,0
31,30-35,Nam,Bắc,Nông thôn,ĐH,5039.0940086672435,high,0,0
30,30-35,Nam,Bắc,Đô thị,≤THPT,2206.1346902306,low,0,0
23,18-24,Nữ,Trung,Nông thôn,≤THPT,4545.820038098171,high,1,0
27,25-29,Nữ,Bắc,Đô thị,>ĐH,5769.013471331963,high,0,0
34,30-35,Nam,Trung,Nông thôn,CĐ,1555.4648647146018,low,1,0
22,18-24,Nữ,Bắc,Đô thị,ĐH,7472.554723490835,high,0,0
20,18-24,Nam,Trung,Nông thôn,≤THPT,1876.4536579222765,low,0,1
20,18-24,Nữ,Bắc,Nông thôn,>ĐH,5684.240581668754,high,1,0
33,30-35,Nữ,Trung,Nông thôn,≤THPT,5781.084446143375,high,0,1
18,18-24,Nam,Nam,Nông thôn,ĐH,2535.3738611143926,mid,0,0
24,18-24,Nam,Trung,Nông thôn,≤THPT,1267.0729993998846,low,0,0
18,18-24,Nữ,Trung,Nông thôn,CĐ,3271.7997782411303,mid,0,0
30,30-35,Nam,Bắc,Đô thị,≤THPT,1518.0498241481528,low,0,0
18,18-24,Nam,Bắc,Đô thị,CĐ,5559.678580991834,high,0,0
29,25-29,Nữ,Nam,Nông thôn,CĐ,2026.3903136432143,low,0,1
26,25-29,Nam,Trung,Nông thôn,≤THPT,4756.192523858066,high,0,0
18,18-24,Nữ,Bắc,Nông thôn,CĐ,2515.571242783917,mid,0,0
30,30-35,Nam,Trung,Nông thôn,≤THPT,2336.572072917783,low,1,0
22,18-24,Nữ,Bắc,Nông thôn,CĐ,4248.963878685052,high,0,0
30,30-35,Nam,Bắc,Đô thị,≤THPT,3578.378843538348,mid,0,0
