tinh_thanh,vung_kinh_te,vung_mien,nam,so_ket_hon,tfr,dan_so_2019,mat_do,ty_le_ket_hon,tfr_level,marriage_rate_level,urban_rural,so_ket_hon_prev,trend,trend_label
Tây Ninh,Đông Nam Bộ,Nam,2021,6266.0,1.65,290.0,297.6,21606.896551724138,Thấp,Trung bình,Nông thôn,8701.0,0,Giảm
Tây Ninh,Đông Nam Bộ,Nam,2022,11267.0,1.8,290.0,297.6,38851.724137931036,Thấp,Trung bình,Nông thôn,6266.0,1,Tăng/Giữ nguyên
Tây Ninh,Đông Nam Bộ,Nam,2023,10629.0,1.5,290.0,297.6,36651.724137931036,Thấp,Trung bình,Nông thôn,11267.0,0,Giảm
Tây Ninh,Đông Nam Bộ,Nam,2024,9619.0,1.53,290.0,297.6,33168.965517241384,Thấp,Trung bình,Nông thôn,10629.0,0,Giảm
Vĩnh Long,Đồng bằng sông Cửu Long,Nam,2019,7728.0,1.81,670.0,679.9,11534.328358208955,Trung bình,Thấp,Bán đô thị,,0,Giảm
Vĩnh Long,Đồng bằng sông Cửu Long,Nam,2020,6653.0,1.82,670.0,679.9,9929.850746268658,Trung bình,Thấp,Bán đô thị,7728.0,0,Giảm
Vĩnh Long,Đồng bằng sông Cửu Long,Nam,2021,4988.0,1.81,670.0,679.9,7444.776119402985,Trung bình,Thấp,Bán đô thị,6653.0,0,Giảm
Vĩnh Long,Đồng bằng sông Cửu Long,Nam,2022,8130.0,1.62,670.0,679.9,12134.328358208955,Thấp,Thấp,Bán đô thị,4988.0,1,Tăng/Giữ nguyên
Vĩnh Long,Đồng bằng sông Cửu Long,Nam,2023,7787.0,1.67,670.0,679.9,11622.388059701492,Thấp,Thấp,Bán đô thị,8130.0,0,Giảm
Vĩnh Long,Đồng bằng sông Cửu Long,Nam,2024,6992.0,1.53,670.0,679.9,10435.820895522389,Thấp,Thấp,Bán đô thị,7787.0,0,Giảm
Vĩnh Phúc,Đồng bằng sông Hồng,Bắc,2019,8186.0,2.39,934.0,991.3,8764.453961456104,Cao,Thấp,Bán đô thị,,0,Giảm
Vĩnh Phúc,Đồng bằng sông Hồng,Bắc,2020,6980.0,2.39,934.0,991.3,7473.233404710921,Cao,Thấp,Bán đô thị,8186.0,0,Giảm
Vĩnh Phúc,Đồng bằng sông Hồng,Bắc,2021,6257.0,2.37,934.0,991.3,6699.14346895075,Cao,Thấp,Bán đô thị,6980.0,0,Giảm
Vĩnh Phúc,Đồng bằng sông Hồng,Bắc,2022,7905.0,2.23,934.0,991.3,8463.597430406851,Cao,Thấp,Bán đô thị,6257.0,1,Tăng/Giữ nguyên
Vĩnh Phúc,Đồng bằng sông Hồng,Bắc,2023,7436.0,2.23,934.0,991.3,7961.456102783725,Cao,Thấp,Bán đô thị,7905.0,0,Giảm
Vĩnh Phúc,Đồng bằng sông Hồng,Bắc,2024,7124.0,2.19,934.0,991.3,7627.408993576017,Cao,Thấp,Bán đô thị,7436.0,0,Giảm
Yên Bái,Trung du và miền núi phía Bắc,Bắc,2019,5953.0,2.74,119.0,125.4,50025.21008403361,Cao,Cao,Nông thôn,,0,Giảm
Yên Bái,Trung du và miền núi phía Bắc,Bắc,2020,5967.0,2.64,119.0,125.4,50142.857142857145,Cao,Cao,Nông thôn,5953.0,1,Tăng/Giữ nguyên
Yên Bái,Trung du và miền núi phía Bắc,Bắc,2021,5970.0,2.77,119.0,125.4,50168.06722689076,Cao,Cao,Nông thôn,5967.0,1,Tăng/Giữ nguyên
Yên Bái,Trung du và miền núi phía Bắc,Bắc,2022,5966.0,2.58,119.0,125.4,50134.4537815126,Cao,Cao,Nông thôn,5970.0,0,Giảm
Yên Bái,Trung du và miền núi phía Bắc,Bắc,2023,6253.0,2.45,119.0,125.4,52546.21848739496,Cao,Cao,Nông thôn,5966.0,1,Tăng/Giữ nguyên
Yên Bái,Trung du và miền núi phía Bắc,Bắc,2024,5709.0,2.47,119.0,125.4,47974.78991596639,Cao,Cao,Nông thôn,6253.0,0,Giảm
Điện Biên,Trung du và miền núi phía Bắc,Bắc,2019,4837.0,2.72,63.0,68.8,76777.77777777777,Cao,Cao,Nông thôn,,0,Giảm
Điện Biên,Trung du và miền núi phía Bắc,Bắc,2020,5560.0,2.66,63.0,68.8,88253.96825396825,Cao,Cao,Nông thôn,4837.0,1,Tăng/Giữ nguyên
Điện Biên,Trung du và miền núi phía Bắc,Bắc,2021,4209.0,2.7,63.0,68.8,66809.52380952382,Cao,Cao,Nông thôn,5560.0,0,Giảm
Điện Biên,Trung du và miền núi phía Bắc,Bắc,2022,5506.0,2.74,63.0,68.8,87396.82539682538,Cao,Cao,Nông thôn,4209.0,1,Tăng/Giữ nguyên
Điện Biên,Trung du và miền núi phía Bắc,Bắc,2023,6125.0,2.56,63.0,68.8,97222.22222222223,Cao,Cao,Nông thôn,5506.0,1,Tăng/Giữ nguyên
Điện Biên,Trung du và miền núi phía Bắc,Bắc,2024,5529.0,2.6,63.0,68.8,87761.90476190476,Cao,Cao,Nông thôn,6125.0,0,Giảm
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2019,8048.0,1.88,888.0,993.2,9063.063063063064,Trung bình,Thấp,Bán đô thị,,0,Giảm
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2020,6413.0,2.09,888.0,993.2,7221.846846846847,Trung bình,Thấp,Bán đô thị,8048.0,0,Giảm
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2021,5416.0,2.02,888.0,993.2,6099.0990990990995,Trung bình,Thấp,Bán đô thị,6413.0,0,Giảm
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2022,6418.0,2.02,888.0,993.2,7227.477477477478,Trung bình,Thấp,Bán đô thị,5416.0,1,Tăng/Giữ nguyên
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2023,6900.0,2.03,888.0,993.2,7770.27027027027,Trung bình,Thấp,Bán đô thị,6418.0,1,Tăng/Giữ nguyên
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Trung,2024,6127.0,1.9,888.0,993.2,6899.774774774774,Trung bình,Thấp,Bán đô thị,6900.0,0,Giảm
Đắk Lắk,Tây Nguyên,Trung,2019,16925.0,2.37,144.0,148.9,117534.72222222223,Cao,Cao,Nông thôn,,0,Giảm
Đắk Lắk,Tây Nguyên,Trung,2020,15765.0,2.36,144.0,148.9,109479.16666666667,Cao,Cao,Nông thôn,16925.0,0,Giảm
Đắk Lắk,Tây Nguyên,Trung,2021,11712.0,2.15,144.0,148.9,81333.33333333333,Cao,Cao,Nông thôn,15765.0,0,Giảm
Đắk Lắk,Tây Nguyên,Trung,2022,17386.0,2.1,144.0,148.9,120736.11111111111,Trung bình,Cao,Nông thôn,11712.0,1,Tăng/Giữ nguyên
Đắk Lắk,Tây Nguyên,Trung,2023,16699.0,2.19,144.0,148.9,115965.27777777777,Cao,Cao,Nông thôn,17386.0,0,Giảm
Đắk Lắk,Tây Nguyên,Trung,2024,16105.0,2.17,144.0,148.9,111840.27777777777,Cao,Cao,Nông thôn,16699.0,0,Giảm
Đắk Nông,Tây Nguyên,Trung,2019,4474.0,2.68,96.0,106.9,46604.166666666664,Cao,Cao,Nông thôn,,0,Giảm
Đắk Nông,Tây Nguyên,Trung,2020,4609.0,2.61,96.0,106.9,48010.416666666664,Cao,Cao,Nông thôn,4474.0,1,Tăng/Giữ nguyên
Đắk Nông,Tây Nguyên,Trung,2021,3525.0,2.68,96.0,106.9,36718.75,Cao,Trung bình,Nông thôn,4609.0,0,Giảm
Đắk Nông,Tây Nguyên,Trung,2022,5668.0,2.54,96.0,106.9,59041.666666666664,Cao,Cao,Nông thôn,3525.0,1,Tăng/Giữ nguyên
Đắk Nông,Tây Nguyên,Trung,2023,5609.0,2.51,96.0,106.9,58427.083333333336,Cao,Cao,Nông thôn,5668.0,0,Giảm
Đắk Nông,Tây Nguyên,Trung,2024,6265.0,2.56,96.0,106.9,65260.41666666667,Cao,Cao,Nông thôn,5609.0,1,Tăng/Giữ nguyên
Đồng Nai,Đông Nam Bộ,Nam,2019,18715.0,1.9,531.0,574.0,35244.82109227872,Trung bình,Trung bình,Bán đô thị,,0,Giảm
Đồng Nai,Đông Nam Bộ,Nam,2020,19450.0,1.97,531.0,574.0,36629.00188323917,Trung bình,Trung bình,Bán đô thị,18715.0,1,Tăng/Giữ nguyên
Đồng Nai,Đông Nam Bộ,Nam,2021,13286.0,1.86,531.0,574.0,25020.715630885123,Trung bình,Trung bình,Bán đô thị,19450.0,0,Giảm
Đồng Nai,Đông Nam Bộ,Nam,2022,24228.0,1.87,531.0,574.0,45627.1186440678,Trung bình,Cao,Bán đô thị,13286.0,1,Tăng/Giữ nguyên
Đồng Nai,Đông Nam Bộ,Nam,2023,20178.0,1.52,531.0,574.0,38000.0,Thấp,Trung bình,Bán đô thị,24228.0,0,Giảm
Đồng Nai,Đông Nam Bộ,Nam,2024,17942.0,1.54,531.0,574.0,33789.07721280603,Thấp,Trung bình,Bán đô thị,20178.0,0,Giảm
Đồng Tháp,Đồng bằng sông Cửu Long,Nam,2019,13408.0,1.78,472.0,473.4,28406.77966101695,Thấp,Trung bình,Nông thôn,,0,Giảm
Đồng Tháp,Đồng bằng sông Cửu Long,Nam,2020,12196.0,1.87,472.0,473.4,25838.983050847455,Trung bình,Trung bình,Nông thôn,13408.0,0,Giảm
Đồng Tháp,Đồng bằng sông Cửu Long,Nam,2021,8161.0,1.85,472.0,473.4,17290.254237288136,Trung bình,Thấp,Nông thôn,12196.0,0,Giảm
Đồng Tháp,Đồng bằng sông Cửu Long,Nam,2022,14430.0,1.64,472.0,473.4,30572.033898305082,Thấp,Trung bình,Nông thôn,8161.0,1,Tăng/Giữ nguyên
Đồng Tháp,Đồng bằng sông Cửu Long,Nam,2023,14241.0,1.83,472.0,473.4,30171.610169491527,Trung bình,Trung bình,Nông thôn,14430.0,0,Giảm
Đồng Tháp,Đồng bằng sông Cửu Long,Nam,2024,13031.0,1.74,472.0,473.4,27608.050847457627,Thấp,Trung bình,Nông thôn,14241.0,0,Giảm
